# loss	lr
2.405658178031444550e-02,1.000122050754725933e-03
1.630397886037826538e-02,1.000122050754725933e-03
1.449534296989440918e-02,1.000122050754725933e-03
1.353076007217168808e-02,1.000122050754725933e-03
1.289210747927427292e-02,1.000122050754725933e-03
1.236137188971042633e-02,1.000122050754725933e-03
1.200410630553960800e-02,1.000122050754725933e-03
1.174382120370864868e-02,1.000122050754725933e-03
1.146646495908498764e-02,1.000122050754725933e-03
1.126702781766653061e-02,1.000122050754725933e-03
1.109718624502420425e-02,1.000122050754725933e-03
1.090705301612615585e-02,1.000122050754725933e-03
1.076599769294261932e-02,1.000122050754725933e-03
1.064788177609443665e-02,1.000122050754725933e-03
1.054895296692848206e-02,1.000122050754725933e-03
1.041390281170606613e-02,1.000122050754725933e-03
1.029135100543498993e-02,1.000122050754725933e-03
1.018960587680339813e-02,1.000122050754725933e-03
1.010247040539979935e-02,1.000122050754725933e-03
1.008716691285371780e-02,1.000122050754725933e-03
1.002231799066066742e-02,1.000122050754725933e-03
9.947437793016433716e-03,1.000122050754725933e-03
9.883366525173187256e-03,1.000122050754725933e-03
9.809864684939384460e-03,1.000122050754725933e-03
9.769085794687271118e-03,1.000122050754725933e-03
9.705009870231151581e-03,1.000122050754725933e-03
9.679346345365047455e-03,1.000122050754725933e-03
9.650303050875663757e-03,1.000122050754725933e-03
9.596590884029865265e-03,1.000122050754725933e-03
9.589678607881069183e-03,1.000122050754725933e-03
9.532350115478038788e-03,1.000122050754725933e-03
9.467199444770812988e-03,1.000122050754725933e-03
9.475939907133579254e-03,1.000122050754725933e-03
9.456324391067028046e-03,1.000122050754725933e-03
9.428204968571662903e-03,1.000122050754725933e-03
9.367694146931171417e-03,1.000122050754725933e-03
9.341116063296794891e-03,1.000122050754725933e-03
9.313922375440597534e-03,1.000122050754725933e-03
9.339140728116035461e-03,1.000122050754725933e-03
9.305845946073532104e-03,1.000122050754725933e-03
9.273016825318336487e-03,1.000122050754725933e-03
9.258590638637542725e-03,1.000122050754725933e-03
9.226761758327484131e-03,1.000122050754725933e-03
9.198113344609737396e-03,1.000122050754725933e-03
9.202837012708187103e-03,1.000122050754725933e-03
9.198413230478763580e-03,1.000122050754725933e-03
9.175612591207027435e-03,1.000122050754725933e-03
9.147587232291698456e-03,1.000122050754725933e-03
9.101942181587219238e-03,1.000122050754725933e-03
9.120070375502109528e-03,1.000122050754725933e-03
9.086053818464279175e-03,1.000122050754725933e-03
9.086867794394493103e-03,1.000122050754725933e-03
9.093172848224639893e-03,1.000122050754725933e-03
9.065734222531318665e-03,1.000122050754725933e-03
9.039375931024551392e-03,1.000122050754725933e-03
9.003072045743465424e-03,1.000122050754725933e-03
9.019973687827587128e-03,1.000122050754725933e-03
9.004492312669754028e-03,1.000122050754725933e-03
8.967687375843524933e-03,1.000122050754725933e-03
8.981061168015003204e-03,1.000122050754725933e-03
8.960196748375892639e-03,1.000122050754725933e-03
8.922528475522994995e-03,1.000122050754725933e-03
8.951417170464992523e-03,1.000122050754725933e-03
8.951583877205848694e-03,1.000122050754725933e-03
8.907603099942207336e-03,1.000122050754725933e-03
8.878185413777828217e-03,1.000122050754725933e-03
8.914194069802761078e-03,1.000122050754725933e-03
8.875762112438678741e-03,1.000122050754725933e-03
8.854608982801437378e-03,1.000122050754725933e-03
8.863788098096847534e-03,1.000122050754725933e-03
8.819233626127243042e-03,1.000122050754725933e-03
8.821886032819747925e-03,1.000122050754725933e-03
8.789838291704654694e-03,1.000122050754725933e-03
8.790855295956134796e-03,1.000122050754725933e-03
8.782340213656425476e-03,1.000122050754725933e-03
8.782157674431800842e-03,1.000122050754725933e-03
8.735655806958675385e-03,1.000122050754725933e-03
8.757011964917182922e-03,1.000122050754725933e-03
8.763429708778858185e-03,1.000122050754725933e-03
8.740655146539211273e-03,1.000122050754725933e-03
8.736963383853435516e-03,1.000122050754725933e-03
8.757363073527812958e-03,1.000122050754725933e-03
8.711722679436206818e-03,1.000122050754725933e-03
8.705612272024154663e-03,1.000122050754725933e-03
8.707648143172264099e-03,1.000122050754725933e-03
8.713662624359130859e-03,1.000122050754725933e-03
8.669225499033927917e-03,1.000122050754725933e-03
8.681301027536392212e-03,1.000122050754725933e-03
8.659038692712783813e-03,1.000122050754725933e-03
8.669583126902580261e-03,1.000122050754725933e-03
8.654969744384288788e-03,1.000122050754725933e-03
8.655928075313568115e-03,1.000122050754725933e-03
8.643869310617446899e-03,1.000122050754725933e-03
8.631196804344654083e-03,1.000122050754725933e-03
8.644256740808486938e-03,1.000122050754725933e-03
8.638281375169754028e-03,1.000122050754725933e-03
8.611808530986309052e-03,1.000122050754725933e-03
8.614353835582733154e-03,1.000122050754725933e-03
8.626639842987060547e-03,1.000122050754725933e-03
8.606312796473503113e-03,1.000122050754725933e-03
