eta_0,chi_eff_0,eta_4,chi_eff_4,eta_8,chi_eff_8
0.12250125256775653,-0.6524487814352776,0.12305629497963393,-0.2753240999231736,0.12248983080835932,-0.10278133383407125
0.12321015732342862,-0.6494923232240937,0.12376385353116903,-0.27218630590754883,0.12286158665203649,-0.10066384625259267
0.12391875472664889,-0.6465109952818481,0.12448629859247393,-0.2690252400054611,0.12321141520827081,-0.09869405955026503
0.12463732351310837,-0.643518545717806,0.12521035147530335,-0.2658917092780862,0.12356922208027184,-0.09665269704179383
0.12534538700457126,-0.6405506284661172,0.12594512778827532,-0.2626861125506983,0.12393121245941897,-0.09459035034605714
0.1260508965584365,-0.6376059214874364,0.12667730302218258,-0.2595155201420009,0.1242991246120759,-0.0925189906817278
0.12676589174331385,-0.6346254575179531,0.1274136752316025,-0.2563271391227381,0.12468874040789533,-0.09034975780058681
0.1274771381604741,-0.6316528793456706,0.12815428717346475,-0.2531017717760396,0.12506979308982896,-0.08825474736571283
0.12818889134514153,-0.6286633849831884,0.12891172849698648,-0.2498491805777789,0.12545783114097342,-0.08610168357793783
0.12890946290161429,-0.6256814726988756,0.12967260432592917,-0.24655274624825066,0.1258536261586167,-0.08391533699123908
0.1296271848800017,-0.6226810473925477,0.1304364436092386,-0.2432870966419686,0.1262514669448086,-0.08171136134247575
0.1303347177784153,-0.6197332220832271,0.13119670255668472,-0.24001926025088532,0.12664974624682382,-0.07949523815266141
0.13103612735225922,-0.6168058720878116,0.13196524074724073,-0.23678036535264918,0.12707270288817663,-0.07718046447194138
0.1317436186648169,-0.6138107738349041,0.13275721128500406,-0.23342788321837926,0.12748741205401,-0.07491140554167786
0.13244282574384345,-0.6109610401285225,0.1335345512344002,-0.23012877038316568,0.12788859190614607,-0.07271801654769444
0.13315588962981736,-0.6080347831493176,0.13433359556350286,-0.2267284942126197,0.1283161678629046,-0.07039247069114703
0.13387093692565777,-0.6050756096290932,0.13512798822282107,-0.223369509072408,0.12872848473310636,-0.06812274139607673
0.13457258445173786,-0.6021701384911833,0.13592085054240272,-0.2200401586564147,0.12915594827395002,-0.06579325872339374
0.13528804662389365,-0.5992303538920752,0.13673942461199767,-0.21656964154849276,0.12959100021009515,-0.06343392422165091
0.1359924345459374,-0.5963119696554632,0.13755510786765626,-0.21312813054412064,0.13003798833271463,-0.06102678587384422
0.13670329143077603,-0.5934285664260859,0.13837111371917557,-0.20966436042841272,0.1304808922486552,-0.05865513294892573
0.1374122355203027,-0.5905239455417156,0.1391987433430718,-0.20615350204897906,0.1309424230921609,-0.056197932361120584
0.13813472023749163,-0.5876244447356539,0.14002703831883598,-0.2026492929147499,0.1313939340345311,-0.05378214522344272
0.1388472665900309,-0.5847138494346581,0.14086175230741016,-0.19913771425619992,0.13186411855023528,-0.05127844672667985
0.13955946766699717,-0.5817767976113637,0.1417114797942106,-0.19556609799509456,0.1323266533940228,-0.048800104209979045
0.14027009849110497,-0.5788698180886178,0.14255652975535069,-0.19201066834159197,0.1328018463504486,-0.046252101756227036
0.1409993698743046,-0.5759264530616881,0.14340194121817273,-0.18843615682772274,0.1332858439762336,-0.04366401280601969
0.14171961369725028,-0.5730291270363278,0.14425362725082805,-0.1848523353249194,0.13377677075732888,-0.0410518846684649
0.14243696784160323,-0.5701591674106623,0.14510375457548108,-0.18127964072222072,0.13425418613561782,-0.03848561747384454
0.14315021895327754,-0.5672622754863982,0.14596526616185548,-0.1776271684020638,0.13474748847424017,-0.03587731879542923
0.14387308548077796,-0.5643273140119969,0.1468213460680677,-0.17401503898496634,0.13526459829678447,-0.03314992500930782
0.14459707098644056,-0.5614134618537282,0.14769685425636966,-0.17035134007444713,0.13576776277847516,-0.03044755234688252
0.1453222751694083,-0.5584669336885221,0.14857480726141767,-0.16666560984864498,0.1362906683050183,-0.02769979838832398
0.14604115411480864,-0.5555277055223505,0.14944209273586087,-0.16302181957330825,0.1368349624084937,-0.024823697915753284
0.14676198844617422,-0.552627723526798,0.15031243832509456,-0.15938050737059964,0.13737591155019488,-0.02200945798468727
0.14749088902687987,-0.5497264558168716,0.15118959795433076,-0.15568236078367292,0.1379187652534068,-0.01914371256616327
0.14821729289134047,-0.5468160523814791,0.15206498690518958,-0.15198310464719214,0.1384800239269433,-0.01617862380153594
0.14894436560148458,-0.5439242497399094,0.1529447183929668,-0.1482974808203928,0.1390463755818647,-0.013206103014692489
0.14967367035395426,-0.5410086277849369,0.15383909022644177,-0.14450783362600886,0.13960532531690423,-0.010283270086740617
0.15041237997346837,-0.5380465390366019,0.15472646683850635,-0.1407512909107722,0.14019110642165936,-0.007249596713801446
0.15115037759726005,-0.5351183372697844,0.1556223079612419,-0.13695461467752915,0.14079996143930854,-0.00406728043747332
0.1518812888373624,-0.5322025813763798,0.15653050520878076,-0.13314677794444993,0.14142549603599586,-0.0008579094980297416
0.15261970736314784,-0.5292973328970605,0.15742971322832172,-0.12932341914516746,0.14202200524364333,0.002248007017487836
0.15335116959888487,-0.5263775828924182,0.15831515207356556,-0.1255634937930388,0.1426226827617751,0.005365287954913299
0.15409784438859128,-0.5234329484620446,0.15921886997417894,-0.12171772460986792,0.14324455748810783,0.008582349910355284
0.15483770337839772,-0.520483401542828,0.1601259704120303,-0.11784353859991309,0.14386328099327533,0.011810190912935368
0.15558652003605253,-0.5175437078064313,0.16101642279029646,-0.11405197131665934,0.14448182464579998,0.015022328741967607
0.15633700778160395,-0.514593297294529,0.16192543940033047,-0.11017881073614791,0.14513710396100485,0.018406445345276856
0.15708675889903945,-0.5116202610614989,0.1628343099694116,-0.1062992457275336,0.14580245741540643,0.021819854776786593
0.15783969240588408,-0.5086969590211963,0.16373746034159745,-0.10244536716204605,0.14646347606276772,0.025226851249709345
